filename,width,height,class,xmin,ymin,xmax,ymax
5-Retiraran-placas-de-rodaje-a-transportistas-infractores-1024x768_jpg.rf.c61b63fbcee49e588288015cc935f493.jpg,640,640,placa,246,93,297,143
235756971_3035852970029145_5279381912175434663_n_jpg.rf.fcf7a381df4ded154657d26772a8ea18.jpg,640,640,placa,249,539,383,598
189874760_1956661931175513_7890228857101403013_n_jpg.rf.24d16330715e063acf8f090ce8bb2a8c.jpg,640,640,placa,207,479,281,508
Foto-Placa-4-_jpg.rf.6bbf3b2e58b74f89baa0bd702b1f4a06.jpg,640,640,placa,402,241,407,243
Foto-Placa-4-_jpg.rf.6bbf3b2e58b74f89baa0bd702b1f4a06.jpg,640,640,placa,340,272,347,275
Foto-Placa-4-_jpg.rf.6bbf3b2e58b74f89baa0bd702b1f4a06.jpg,640,640,placa,273,279,280,282
Foto-Placa-4-_jpg.rf.6bbf3b2e58b74f89baa0bd702b1f4a06.jpg,640,640,placa,129,277,137,280
23622300_1967308553494017_1118027869005074957_n_jpg.rf.af841ad81d072387028708df6bdef1f3.jpg,640,640,placa,382,443,436,504
Foto-Placa-167-_jpg.rf.13c595b37d26f47eb4bb0713e68af3cd.jpg,640,640,placa,332,372,373,389
Foto-Placa-167-_jpg.rf.13c595b37d26f47eb4bb0713e68af3cd.jpg,640,640,placa,77,114,103,125
322732_57793_jpg.rf.66b6ce2244f76202550335887b32bbc4.jpg,640,640,placa,243,247,289,288
322732_57793_jpg.rf.66b6ce2244f76202550335887b32bbc4.jpg,640,640,placa,485,334,508,355
Foto-Placa-161-_jpg.rf.d3e973610405bf98a7a262943906b9b8.jpg,640,640,placa,514,283,535,292
Foto-Placa-195-_jpg.rf.6e1db923cec38ac28f70c15b12c4478f.jpg,640,640,placa,263,331,306,355
Foto-Placa-195-_jpg.rf.6e1db923cec38ac28f70c15b12c4478f.jpg,640,640,placa,227,98,255,114
Foto-Placa-195-_jpg.rf.6e1db923cec38ac28f70c15b12c4478f.jpg,640,640,placa,433,37,454,50
Foto-Placa-190-_jpg.rf.d3345ce012315607703f9a3b49370770.jpg,640,640,placa,582,178,615,188
20231009_192750_jpg.rf.89c0971ada9b275cde1faf0aae38b18f.jpg,640,640,placa,116,322,137,336
20231009_192750_jpg.rf.89c0971ada9b275cde1faf0aae38b18f.jpg,640,640,placa,257,333,280,348
20231009_192750_jpg.rf.89c0971ada9b275cde1faf0aae38b18f.jpg,640,640,placa,614,303,637,318
Foto-Placa-167-_jpg.rf.364861b8cf22dc7f4fdeab88ccaa6b78.jpg,640,640,placa,268,383,312,406
Foto-Placa-167-_jpg.rf.364861b8cf22dc7f4fdeab88ccaa6b78.jpg,640,640,placa,490,62,517,78
Foto-Placa-207-_jpg.rf.b9540af5af6b5b2bdd49038ed34ed57a.jpg,640,640,placa,526,416,553,428
Foto-Placa-202-_jpg.rf.07cc10e651374e0ab3974432fb952fc3.jpg,640,640,placa,269,215,318,236
Foto-Placa-20-_jpg.rf.01c906f0663da6dc40d0b3056c0e45ac.jpg,640,640,placa,184,624,204,632
Foto-Placa-20-_jpg.rf.01c906f0663da6dc40d0b3056c0e45ac.jpg,640,640,placa,306,424,339,437
Foto-Placa-20-_jpg.rf.01c906f0663da6dc40d0b3056c0e45ac.jpg,640,640,placa,586,436,618,448
Foto-Placa-210-_jpg.rf.65c811fa28a1b1bbcec59cdb1872a612.jpg,640,640,placa,414,460,454,478
Foto-Placa-210-_jpg.rf.65c811fa28a1b1bbcec59cdb1872a612.jpg,640,640,placa,281,35,296,41
20231009_193038_jpg.rf.28748f045030236d80d50bbb40f8639d.jpg,640,640,placa,115,332,135,347
20231009_193038_jpg.rf.28748f045030236d80d50bbb40f8639d.jpg,640,640,placa,266,330,287,344
20231009_193038_jpg.rf.28748f045030236d80d50bbb40f8639d.jpg,640,640,placa,618,325,640,341
20231009_193142_jpg.rf.65292ff6463eac25508c57191417f8fa.jpg,640,640,placa,418,380,447,403
Foto-Placa-71-_jpg.rf.da89b4e58436cc953ec972468afc8f4a.jpg,640,640,placa,582,496,626,519
Foto-Placa-204-_jpg.rf.1a54aa69106474d476e0257b71a396a8.jpg,640,640,placa,34,406,66,420
Foto-Placa-171-_jpg.rf.62f051b95f5b5c1400b9dfb4e8312bcb.jpg,640,640,placa,278,450,318,466
Foto-Placa-171-_jpg.rf.62f051b95f5b5c1400b9dfb4e8312bcb.jpg,640,640,placa,193,146,214,154
Foto-Placa-203-_jpg.rf.30d44592a18bd6503aa70293693c93dd.jpg,640,640,placa,443,344,485,367
Foto-Placa-203-_jpg.rf.30d44592a18bd6503aa70293693c93dd.jpg,640,640,placa,29,170,64,189
Foto-Placa-2-_jpg.rf.1dda423a7430d5ec601bd18d3b8512f7.jpg,640,640,placa,475,302,504,314
Foto-Placa-221-_jpg.rf.5a667beab9980a039796eac4cc80abe1.jpg,640,640,placa,490,479,534,497
Foto-Placa-197-_jpg.rf.246097c2096c63356f667d9c9e7afa51.jpg,640,640,placa,384,361,421,376
1be42486b669cf3f7b8a4bbc89f2b776_jpg.rf.9fd25f82475b19bdffbdda271a2257ad.jpg,640,640,placa,221,509,263,529
Foto-Placa-184-_jpg.rf.a3e3164e9f529feb6ea14a77dd892305.jpg,640,640,placa,445,253,478,267
Foto-Placa-184-_jpg.rf.a3e3164e9f529feb6ea14a77dd892305.jpg,640,640,placa,74,327,106,342
Foto-Placa-184-_jpg.rf.a3e3164e9f529feb6ea14a77dd892305.jpg,640,640,placa,431,530,447,538
Foto-Placa-184-_jpg.rf.a3e3164e9f529feb6ea14a77dd892305.jpg,640,640,placa,277,586,292,593
Foto-Placa-222-_jpg.rf.bf1a31d558be3546315d12bbfcaec721.jpg,640,640,placa,193,157,219,170
Foto-Placa-222-_jpg.rf.bf1a31d558be3546315d12bbfcaec721.jpg,640,640,placa,247,627,300,640
2023-05-09-07-26-37-29956-1425520mp4_1425522_jpg.rf.a73d803a6d170b2e2d4777e53c7ce6b7.jpg,640,640,placa,358,417,416,461
5da3b9ecec2b5125cca3856e6d864b06_jpg.rf.e9827dec90f752d6b4e3e367221ad77a.jpg,640,640,placa,340,569,402,602
Foto-Placa-220-_jpg.rf.97110da3619f573fd933ca9120e7a40f.jpg,640,640,placa,558,166,593,185
21a8ea62ecc6da2937e8c840e338c71d_jpg.rf.e52abc70978cce336904415969b3026b.jpg,640,640,placa,357,518,395,537
Foto-Placa-213-_jpg.rf.aab6af3ac83195c4e09dd3589e796192.jpg,640,640,placa,578,289,605,301
Foto-Placa-213-_jpg.rf.aab6af3ac83195c4e09dd3589e796192.jpg,640,640,placa,453,56,468,63
Foto-Placa-213-_jpg.rf.aab6af3ac83195c4e09dd3589e796192.jpg,640,640,placa,162,60,178,68
Foto-Placa-213-_jpg.rf.aab6af3ac83195c4e09dd3589e796192.jpg,640,640,placa,323,87,339,95
